EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,EURUSD,GBPNZD,XAUUSD
105496,123834,101667,116726,102818,72280,69533,169928,97073,73476,84367,103908,145953,141703,107270,85192,123170,151686,114813,125888,70790,75664,86893,165546,93178,144553,105496,177847,1174463
105477,123608,101611,116623,102750,72430,69736,169492,97105,73585,84463,103815,145621,141432,107188,85338,123036,151202,114774,125587,70830,75754,86965,164805,93163,144162,105477,178036,1175693
105513,123355,101604,116779,102670,72283,69553,169468,97032,73435,84408,103880,145969,141657,107221,85542,123250,151657,114932,125328,70739,75658,86974,164985,93160,144057,105513,177840,1176873
105461,123443,101713,116634,102505,72164,69398,169616,97047,73392,84161,103941,146137,141841,107283,85440,123031,151917,114662,125549,70488,75606,86710,165149,92905,143979,105461,177754,1180183
105269,123263,101871,116850,102499,72187,69456,169746,96895,73533,84346,103876,145820,141303,107252,85407,123042,151501,114696,125562,70544,75863,87038,165192,93027,144028,105269,177413,1179153
105340,123241,101794,116750,102393,72126,69436,169958,96884,73416,84201,103822,146035,141518,107245,85481,123008,151644,114684,125451,70522,75749,86894,165299,92944,143882,105340,177677,1172773
105242,123228,101829,116886,102509,72157,69450,170079,96876,73466,84336,103831,145845,141318,107182,85400,123033,151463,114768,125468,70437,75809,87035,165630,92877,144029,105242,177478,1175513
105068,123245,101910,116814,102449,71800,68993,169793,96526,73202,83965,103613,145809,141134,106832,85137,122683,151165,114431,125558,70496,75519,86772,165474,92937,144348,105068,177531,1176693
105168,123364,101776,116779,102388,72033,69230,169800,96779,73354,84155,103696,145587,141179,107122,85164,122959,151325,114695,125538,70530,75673,86931,165498,92987,144124,105168,178181,1175673
105224,123416,101871,116747,102607,72088,69220,169741,96813,73442,84157,103664,145758,141293,107153,85188,122856,151435,114448,125701,70592,75785,86861,165548,93037,144127,105224,178061,1177393
105193,123441,101726,116742,102536,71975,69217,169680,96664,73196,83949,103670,145755,141281,107137,85171,122833,151513,114583,125518,70628,75658,86828,165507,93143,144117,105193,178055,1174313
105189,123488,101930,116749,102482,72101,69227,169641,96817,73467,84166,103792,145680,141212,107333,85162,122641,151479,114368,125935,70652,75845,86908,165553,93061,144185,105189,178341,1172593
105152,123494,101912,116804,102418,72105,69227,169599,96736,73482,84217,103833,145624,141063,107265,85129,122856,151418,114442,125901,70374,75905,87004,165438,92933,144246,105152,178324,1163423
105184,123423,101907,116773,102505,72061,69237,169872,96735,73443,84160,103742,145799,141171,107291,85196,122818,151469,114505,125806,70609,75818,86893,165590,93031,144181,105184,178592,1165723
105142,123424,101943,116817,102569,72056,69198,169682,96750,73461,84175,103726,145769,141145,107219,85162,122853,151409,114489,125828,70630,75877,86940,165489,93107,144183,105142,178585,1165043
105108,123403,101895,116847,102537,72102,69285,169756,96750,73467,84234,103916,145654,141023,107174,85141,122832,151454,114559,125776,70610,75882,86996,165548,93145,144210,105108,178495,1165723
105131,123372,101897,116844,102443,72066,69266,169684,96826,73431,84206,103913,145730,141264,107144,85159,122861,151568,114585,125792,70702,75816,86929,165452,93163,144178,105131,178401,1167713
105153,123415,101938,117121,102697,71888,69295,169976,96618,73281,84182,103609,146187,141333,107200,85160,123148,151506,114830,125815,70755,75796,87092,165548,93159,144548,105153,177956,1165963
104886,123349,102138,117377,102671,71745,69225,170215,96180,73275,84205,103562,146093,140609,107138,84994,123111,151361,114867,125983,70833,76130,87497,165740,93042,144781,104886,178082,1164243
104862,123228,102169,117407,102481,71685,69121,170412,96094,73249,84169,103586,146200,140577,107138,85057,123128,151515,114894,125916,70840,76158,87564,166024,93110,144681,104862,177852,1162373
104806,123022,102250,117338,102346,71772,69232,170183,96288,73403,84216,103564,145926,140626,107151,85157,122981,151233,114753,125777,70799,76159,87435,165782,93131,144350,104806,178040,1167043
104783,122981,102236,117387,102482,71770,69190,170253,96358,73370,84242,103548,145932,140684,107130,85169,123010,151189,114777,125739,70824,76101,87380,165715,93144,144364,104783,177906,1174013
104656,122914,102315,117480,102361,71755,69230,170530,96361,73414,84289,103556,145818,140545,107100,85128,122961,151027,114780,125773,70795,76159,87462,165885,93190,144383,104656,177417,1172143
104654,122866,102328,117323,102593,71724,69272,170904,96375,73401,84155,103445,145848,140615,107108,85158,122795,150959,114594,125725,70800,76121,87279,166033,93212,144133,104654,177409,1170723
104727,122856,102276,117356,102615,71838,69492,171302,96399,73476,84311,103345,145687,140520,107118,85199,122918,150625,114688,125653,70908,76169,87439,166320,93205,144197,104727,177319,1169833
104694,122905,102285,117360,102723,71844,69480,170633,96439,73501,84313,103351,145668,140480,107117,85136,122882,150563,114672,125752,70954,76165,87417,165737,93209,144275,104694,177199,1170033
104689,122900,102320,117372,102818,71829,69407,170629,96428,73491,84309,103362,145630,140569,107124,85151,122880,150636,114664,125783,70884,76155,87377,165598,93215,144252,104689,177428,1170053
104653,122794,102345,117345,102917,71815,69342,171021,96442,73502,84266,103440,145617,140552,107112,85174,122835,150715,114666,125661,70800,76150,87356,166010,93176,144088,104653,177258,1171983
104597,122789,102326,117455,102806,71791,69348,170728,96417,73463,84324,103405,145596,140508,107052,85147,122878,150668,114746,125668,70792,76138,87439,165458,93146,144233,104597,177222,1174773
104589,122842,102332,117584,102713,71802,69295,170829,96440,73476,84425,103531,145502,140496,107043,85136,122974,150781,114834,125723,70769,76138,87486,165553,93111,144428,104589,177237,1173663
104587,122815,102319,117562,102640,71834,69261,170752,96483,73503,84456,103589,145449,140491,107032,85119,122952,150839,114828,125697,70758,76132,87483,165456,93096,144401,104587,177215,1172743
104519,122736,102233,117478,102663,71738,69076,171203,96384,73313,84278,103500,145294,140426,106854,85117,122831,150799,114663,125394,70780,75968,87367,165520,93142,144222,104519,177419,1171973
104619,122748,102369,117299,102659,71958,69269,170851,96735,73641,84404,103836,145359,140640,107079,85200,122731,150910,114508,125623,70650,76089,87205,165635,93065,143976,104619,177591,1170873
104573,122799,102414,117450,102650,71954,69287,170901,96689,73682,84509,103806,145305,140536,107091,85141,122821,150849,114670,125758,70692,76173,87374,165710,93115,144222,104573,177620,1170603
104658,122876,102288,117351,102627,71941,69367,171080,96670,73581,84422,103667,145454,140648,107057,85164,122826,150804,114709,125684,70775,76089,87310,165771,93144,144193,104658,177481,1173103
104755,122978,102183,117384,102702,72163,69471,171009,96874,73732,84704,103826,145139,140640,107046,85171,122967,150709,114861,125657,70785,76085,87418,165773,93139,144350,104755,177760,1172173
104715,122969,102228,117379,102794,72239,69559,171005,96899,73844,84794,103810,144931,140477,107051,85147,122920,150468,114807,125703,70779,76185,87486,165665,93152,144338,104715,177817,1170793
104843,123028,102147,117372,102799,72294,69606,171086,96925,73841,84851,103819,145006,140581,107095,85209,123063,150556,114889,125664,70770,76156,87522,165647,93107,144399,104843,178299,1171113
104879,123031,102126,117319,102785,72327,69724,171115,96942,73858,84852,103689,144984,140591,107111,85237,123048,150348,114864,125640,70749,76162,87508,165673,93123,144336,104879,178364,1170463
104818,122951,102200,117336,102794,72292,69636,171011,96941,73878,84826,103774,144965,140569,107125,85241,122993,150451,114797,125650,70794,76182,87480,165565,93166,144263,104818,178246,1172303
104878,123035,102185,117485,102659,72347,69682,171022,96959,73922,84995,103781,144945,140573,107169,85231,123219,150437,114957,125717,70943,76216,87640,165786,93289,144546,104878,178163,1171653
104597,122862,102400,117832,102484,72136,69440,171586,96863,73859,84998,103839,144978,140469,107107,85124,123255,150561,115058,125803,70884,76227,87731,165874,93271,144768,104597,178210,1172233
104348,122476,102574,118054,102555,72130,69459,171827,96752,73979,85152,103802,144643,139982,107035,85193,123191,150160,115079,125618,70840,76438,87991,165371,93230,144578,104348,178255,1171453
104014,122876,102822,118147,102612,72046,69271,171813,96745,74071,85118,103965,144349,139693,106949,84640,122896,150087,114892,126334,70802,76538,87961,165198,93202,145170,104014,178314,1169703
103961,122769,102913,118257,102606,72019,69189,171313,96722,74109,85166,104050,144330,139635,106991,84670,122946,150191,114900,126338,70835,76597,88034,165095,93171,145181,103961,178152,1167993
103938,122905,102893,118197,102660,72075,69208,171258,96902,74152,85187,104101,144187,139757,106946,84560,122854,150113,114860,126455,70902,76499,87890,165103,93197,145263,103938,177946,1168503
103885,122696,103041,118157,102918,72174,69146,171240,97031,74363,85277,104339,143913,139677,107048,84668,122757,150167,114651,126415,70882,76615,87867,165072,93228,144966,103885,178045,1168423
103910,122684,102999,118180,102673,72126,69097,171212,96987,74282,85236,104345,144051,139748,107028,84689,122806,150319,114728,126358,70868,76566,87864,165078,93292,144985,103910,178021,1168993
103879,122484,102953,118233,102877,72220,69132,170908,96941,74325,85389,104400,143727,139460,106960,84796,122824,150157,114806,126109,70856,76650,88050,164818,93360,144829,103879,177976,1169443
103840,122382,102867,118028,102835,72196,69009,170995,96850,74261,85208,104575,143814,139317,106819,84848,122565,150402,114721,125883,70817,76649,87958,164992,93350,144437,103840,177841,1169273
104149,122544,102661,117685,102930,72296,69252,170975,97151,74211,85078,104352,144044,139973,106920,84983,122572,150324,114622,125799,70806,76363,87555,165046,93367,144212,104149,177736,1168193
104266,122593,102526,117430,102951,72362,69372,170869,97147,74186,84973,104271,144064,139997,106901,85043,122442,150229,114523,125684,70792,76338,87450,164890,93433,143959,104266,177771,1168863
104146,122373,102725,117585,102947,72262,69236,170922,97012,74225,84969,104323,144104,139834,106985,85097,122464,150356,114455,125703,70778,76484,87565,164945,93479,143890,104146,177891,1169513
104105,122357,102713,117666,102952,72201,69118,170933,96936,74151,84955,104416,144166,139784,106927,85077,122502,150555,114549,125668,70750,76473,87624,165014,93458,143971,104105,177804,1169233
104017,122327,102773,117727,102911,72223,69164,170815,97004,74215,85020,104383,144005,139723,106903,85025,122458,150342,114538,125713,70692,76487,87629,164994,93478,144009,104017,177931,1167883
104044,122352,102700,117731,102920,72164,69156,170648,96873,74091,84940,104302,144059,139689,106882,85011,122503,150388,114569,125702,70809,76445,87654,164897,93562,144079,104044,178041,1166763
104088,122376,102655,117690,102544,72204,69160,170546,96921,74120,84975,104356,144127,139730,106863,85025,122510,150433,114561,125633,70849,76440,87651,165015,93601,144026,104088,178221,1167763
104171,122430,102612,117627,102587,72287,69189,170637,97001,74170,85030,104438,144083,139799,106893,85075,122539,150492,114619,125621,70876,76434,87635,165027,93640,144010,104171,178086,1167883
103941,122276,102861,117941,102586,72266,68978,170772,97121,74329,85231,104729,143811,139710,106917,84993,122597,150617,114643,125772,70906,76507,87737,165119,93649,144212,103941,178181,1170913
103930,122332,102855,118136,102502,72302,68995,170390,97195,74364,85419,104752,143720,139726,106902,84948,122784,150565,114842,125822,71080,76482,87862,165100,93937,144510,103930,177993,1172073
104051,122376,102777,117940,102506,72388,69049,170192,97319,74391,85372,104794,143720,139904,106943,85019,122723,150628,114744,125772,71038,76416,87705,164952,93852,144324,104051,177938,1171363
104050,122403,102768,117931,102458,72391,69051,170153,97378,74389,85371,104799,143712,139979,106930,84997,122713,150620,114738,125786,71064,76368,87649,164954,93880,144348,104050,177938,1173223
104021,122407,102805,118001,102460,72391,69075,170073,97346,74417,85421,104760,143672,139895,106938,84970,122749,150523,114767,125837,71059,76421,87729,164918,93886,144437,104021,178041,1173013
104063,122448,102768,118074,102457,72383,69144,170045,97316,74381,85463,104642,143744,139922,106945,84978,122874,150429,114873,125832,71080,76409,87801,164879,93913,144574,104063,177868,1176173
104059,122465,102793,118050,102378,72369,69204,170036,97278,74385,85428,104530,143768,139891,106966,84962,122841,150299,114825,125881,71127,76441,87799,164898,93976,144562,104059,177546,1178313
104170,122663,102755,117995,102419,72417,69217,170292,97296,74406,85445,104582,143827,139973,107042,84916,122920,150423,114817,126037,71238,76448,87800,164990,94039,144730,104170,177644,1178163
104333,122590,102606,117759,102442,72675,69424,169760,97432,74561,85581,104639,143539,139891,107052,85098,122864,150207,114755,125777,71213,76501,87816,164289,93982,144358,104333,177566,1177623
104375,122767,102576,117683,102321,72651,69365,170525,97152,74517,85497,104692,143650,139596,107066,85012,122837,150390,114709,125924,71098,76673,87980,165011,93870,144472,104375,177530,1175453
104322,122589,102623,117595,102274,72611,69468,170441,96962,74510,85386,104486,143650,139322,107059,85090,122680,150101,114577,125799,71188,76820,88042,164892,93845,144156,104322,177507,1174243
104311,122826,102676,117570,102360,72575,69396,170498,96958,74510,85325,104538,143709,139373,107103,84919,122642,150235,114491,126106,71173,76820,87981,165249,93816,144401,104311,177286,1173723
104333,122828,102552,117510,102377,72606,69428,169965,96695,74454,85318,104540,143676,138963,106997,84938,122605,150209,114570,125960,71025,76973,88214,164967,93702,144332,104333,176914,1172913
104387,122927,102566,117511,102494,72637,69466,170075,96815,74494,85354,104522,143696,139153,107066,84913,122671,150204,114558,126074,71090,76920,88146,164987,93660,144450,104387,176833,1173503
104617,122880,102470,117171,102525,72695,69510,169550,96890,74481,85174,104536,143896,139459,107202,85130,122585,150441,114338,125908,71202,76848,87888,164428,93814,143977,104617,176804,1174843
104758,122940,102337,117186,102418,72820,69525,169485,96750,74514,85329,104694,143842,139203,107206,85203,122763,150608,114494,125804,71228,76991,88173,164180,93632,144059,104758,176871,1174653
104749,122951,102277,117378,102399,72691,69469,169485,96609,74339,85320,104598,144082,139235,107137,85189,122958,150721,114752,125745,71180,76923,88296,164685,93716,144316,104749,176657,1176103
104714,123158,102262,117378,102480,72699,69464,169388,96665,74337,85330,104615,144015,139251,107084,85015,122912,150675,114767,125938,71127,76876,88254,164594,93779,144555,104714,176926,1177133
