EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,GBPNZD,NZDJPY
111730,129407,100865,114253,137377,73446,68391,175755,100863,74060,83902,107374,148014,149317,109663,84027,124176,158909,113237,130521,68968,73411,83155,177461,93942,147825,186974,78131
111741,129390,100888,114243,137359,73461,68403,175784,100891,74070,83913,107395,147985,149349,109658,84014,124167,158885,113231,130506,68960,73424,83156,177472,93918,147832,186969,78145
111712,129406,100876,114231,137347,73485,68350,175795,100898,74066,83920,107442,148001,149341,109661,84008,124201,158891,113229,130520,68973,73422,83154,177485,93930,147812,186981,78137
111697,129399,100902,114252,137387,73465,68350,175822,100925,74082,83940,107483,147991,149331,109661,84013,124211,158867,113183,130513,68978,73442,83163,177503,93961,147802,187045,78142
111702,129367,100908,114236,137367,73492,68346,175841,100904,74077,83933,107461,147970,149320,109670,84008,124203,158972,113178,130511,68974,73432,83160,177474,93948,147782,186958,78097
111704,129368,100920,114217,137361,73472,68354,175880,100931,74078,83952,107394,147922,149320,109667,84012,124194,158981,113172,130496,68985,73438,83147,177473,93958,147764,187023,78087
111703,129374,100919,114220,137371,73434,68347,175864,100905,74091,83916,107413,147944,149296,109680,84020,124201,158969,113166,130536,68948,73446,83133,177469,93893,147728,187027,78068
111713,129338,100919,114228,137360,73444,68313,175882,100871,74115,83874,107483,147905,149289,109662,84027,124193,158917,113131,130507,68941,73447,83137,177467,93886,147738,187043,78080
111716,129337,100912,114221,137359,73455,68325,175853,100886,74114,83892,107471,147922,149269,109655,84012,124156,158902,113136,130522,68954,73447,83140,177502,93878,147750,187035,78077
111723,129355,100925,114185,137384,73458,68359,175774,100892,74130,83901,107443,147961,149259,109658,84015,124130,158984,113128,130540,68967,73450,83116,177532,93906,147669,187029,78034
111716,129323,100936,114182,137386,73472,68358,175798,100893,74131,83877,107444,147920,149241,109647,84000,124119,158947,113134,130507,68971,73473,83120,177550,93909,147691,187056,78023
111704,129348,100940,114187,137374,73474,68407,175773,100907,74095,83890,107428,147902,149264,109660,83993,124115,158893,113137,130517,68933,73476,83117,177543,93846,147723,187078,78062
111704,129369,100917,114209,137370,73515,68412,175775,100921,74114,83899,107413,147883,149265,109668,84003,124064,158891,113163,130556,68945,73449,83149,177546,93859,147783,187025,78063
111691,129399,100895,114216,137360,73511,68403,175768,100955,74123,83959,107417,147882,149263,109701,84006,124083,158806,113162,130604,68974,73437,83155,177565,93900,147767,187017,78132
111685,129374,100886,114215,137370,73506,68413,175786,100948,74126,83960,107409,147869,149236,109686,83986,124085,158769,113156,130584,68980,73410,83141,177572,93903,147769,187013,78146
111689,129378,100837,114190,137343,73511,68400,175765,100955,74135,83953,107448,147814,149254,109664,83983,124129,158780,113210,130559,69038,73370,83129,177610,93954,147733,187019,78136
111689,129374,100848,114174,137343,73519,68413,175786,100959,74147,83943,107414,147798,149265,109647,83983,124116,158783,113159,130528,69046,73438,83092,177645,93961,147714,187041,78129
111693,129378,100820,114174,137362,73513,68388,175884,100997,74199,83939,107424,147806,149310,109640,83982,124113,158816,113180,130520,69023,73403,83088,177678,93963,147745,186988,78101
111699,129407,100813,114132,137359,73493,68392,175903,100992,74195,83929,107459,147807,149420,109664,83991,124100,158897,113149,130482,69015,73409,83126,177736,93972,147666,187005,78111
111698,129391,100840,114121,137397,73515,68436,175960,100882,74174,83875,107441,147797,149245,109635,83991,124084,158894,113152,130480,68997,73446,83100,177753,93976,147693,187033,78061
111702,129421,100809,114083,137401,73553,68405,176112,100935,74164,83894,107526,147913,149337,109649,84032,124171,158957,113172,130478,68977,73391,83086,177814,93995,147652,186997,78055
111705,129427,100797,114117,137290,73576,68370,176117,100970,74164,83908,107532,147903,149330,109654,84016,124080,158867,113192,130476,68961,73414,83129,178010,93891,147647,186974,78078
111705,129390,100804,114095,137319,73548,68406,176115,100979,74122,83961,107535,147917,149261,109658,84026,124118,158908,113218,130470,68944,73435,83078,178034,93913,147636,186949,78063
111703,129398,100797,114110,137298,73584,68432,176233,100988,74109,83914,107498,147855,149355,109641,84029,124090,159008,113233,130437,68980,73442,83120,177987,93961,147734,187060,78016
111711,129472,100808,114141,137265,73592,68495,176360,100995,74112,83966,107505,147779,149301,109637,84038,124097,158941,113235,130499,68967,73481,83160,178034,93891,147775,187069,78062
111713,129468,100758,114146,137326,73667,68527,176359,100985,74144,83996,107493,147858,149277,109650,84044,124096,158878,113248,130507,68913,73443,83185,178096,93890,147728,186985,78117
111707,129425,100783,114163,137272,73691,68551,176430,101062,74188,84082,107481,147791,149251,109651,84004,124119,158747,113197,130446,68941,73459,83228,178004,93901,147725,186981,78189
111705,129403,100793,114120,137246,73704,68557,176432,101060,74136,84125,107494,147787,149213,109673,84008,124158,158686,113206,130442,68974,73429,83195,178076,93921,147729,186962,78239
111704,129453,100811,114098,137208,73726,68541,176290,101078,74167,84110,107445,147652,149281,109667,84044,124174,158709,113219,130428,69029,73460,83179,178031,93981,147647,187053,78237
111710,129408,100835,114116,137164,73673,68560,176286,101108,74179,84118,107406,147614,149244,109666,84067,124204,158645,113229,130414,69073,73514,83149,177933,93996,147600,187054,78229
111712,129345,100801,114150,137163,73664,68565,176245,101086,74249,84070,107416,147655,149280,109648,84072,124214,158639,113157,130366,69061,73487,83193,178008,94024,147676,187111,78222
111714,129371,100795,114188,137164,73675,68593,176102,101050,74280,84085,107414,147576,149229,109658,84080,124157,158588,113264,130414,69086,73471,83262,178013,94037,147712,187113,78264
111712,129362,100787,114137,137235,73710,68566,176155,101015,74258,84125,107424,147634,149113,109650,84097,124142,158532,113250,130438,69074,73486,83221,177950,94060,147720,187055,78297
111710,129429,100807,114175,137200,73685,68574,176246,101068,74297,84126,107459,147643,149181,109676,84071,124170,158526,113248,130474,69109,73490,83237,177999,94070,147787,187030,78294
111712,129441,100814,114155,137131,73719,68524,176270,101050,74251,84128,107506,147574,149223,109668,84054,124174,158612,113254,130464,69127,73503,83247,177944,94022,147770,187011,78291
111712,129448,100796,114175,137137,73696,68521,176219,101068,74255,84149,107485,147574,149183,109658,84046,124167,158598,113287,130461,69148,73466,83249,177824,94067,147760,187016,78287
111708,129418,100793,114190,137160,73677,68520,176215,101050,74284,84139,107476,147636,149167,109657,84048,124228,158664,113283,130459,69105,73474,83270,177722,94050,147711,187073,78246
111705,129361,100756,114201,137121,73666,68502,176113,101012,74298,84127,107515,147572,149177,109679,84042,124205,158711,113340,130405,69104,73428,83250,177731,94030,147751,187097,78249
111704,129380,100765,114195,137138,73677,68486,176017,101033,74266,84127,107477,147582,149305,109721,84043,124197,158796,113327,130403,69068,73452,83257,177673,93974,147740,187058,78258
111705,129379,100751,114211,137123,73633,68476,176022,101032,74292,84134,107483,147648,149277,109711,84096,124232,158836,113333,130399,69069,73450,83247,177757,93960,147697,187141,78233
111710,129322,100773,114208,137171,73625,68482,176006,100999,74285,84095,107497,147743,149351,109696,84128,124316,158898,113299,130294,69056,73447,83265,177823,93989,147760,187138,78233
111715,129381,100757,114196,137150,73641,68489,176064,100961,74268,84083,107519,147718,149320,109711,84123,124300,158940,113294,130366,69037,73443,83267,177793,93953,147694,187203,78211
111673,129337,100763,114187,137187,73666,68559,176165,100976,74248,84093,107496,147837,149289,109683,84182,124348,158900,113289,130298,68996,73469,83239,177770,93957,147682,187180,78210
111672,129335,100776,114165,137151,73722,68614,176106,101033,74255,84116,107476,147860,149301,109691,84146,124351,158859,113286,130331,68990,73477,83230,177717,93923,147650,187234,78212
111659,129333,100762,114167,137140,73772,68565,176103,101103,74184,84164,107518,147818,149316,109692,84166,124325,158732,113322,130307,68988,73494,83256,177753,93917,147656,187283,78277
111651,129338,100744,114179,137172,73748,68559,176074,101138,74182,84220,107520,147737,149259,109689,84152,124294,158581,113351,130319,69010,73479,83263,177775,93949,147659,187409,78341
111636,129326,100809,114200,137162,73744,68518,176152,101108,74187,84202,107560,147647,149241,109689,84170,124292,158679,113277,130324,69067,73502,83312,177766,94035,147718,187391,78293
111627,129350,100767,114210,137119,73725,68499,176167,101065,74229,84214,107541,147547,149161,109658,84160,124282,158668,113319,130332,69126,73479,83315,177648,94082,147718,187329,78302
111643,129357,100755,114207,137121,73692,68505,176098,101041,74275,84198,107562,147570,149212,109673,84155,124279,158809,113287,130305,69088,73457,83285,177637,94018,147484,187309,78261
111649,129141,100735,114203,137070,73715,68476,176092,101027,74327,84157,107577,147564,149177,109680,84127,124286,158767,113318,130179,69072,73461,83290,177512,93975,147499,187400,78237
111628,129161,100773,114156,137071,73694,68472,176062,101052,74315,84182,107573,147637,149181,109649,84126,124333,158766,113272,130144,69015,73485,83243,177516,93919,147456,187433,78243
111620,129171,100769,114165,137118,73685,68472,175929,101039,74298,84123,107571,147629,149227,109650,84242,124261,158856,113311,130142,69042,73462,83273,177372,93926,147403,187345,78177
111622,129116,100750,114162,137106,73681,68469,175914,101000,74269,84121,107585,147592,149170,109616,84239,124270,158869,113313,130060,69023,73468,83261,177250,93927,147434,187380,78176
111627,129149,100756,114198,137128,73692,68456,175754,101005,74280,84115,107600,147654,149152,109636,84244,124238,158825,113313,130142,68983,73484,83266,177270,93902,147457,187347,78174
111624,129128,100755,114175,137093,73684,68464,175590,101051,74274,84151,107586,147657,149180,109620,84271,124234,158804,113293,130119,68967,73483,83272,177400,93875,147402,187231,78199
111619,129105,100765,114183,137104,73684,68452,175600,101005,74244,84126,107572,147633,149090,109565,84232,124203,158797,113268,130068,68990,73508,83289,177444,93878,147374,187070,78165
111613,129069,100758,114162,137143,73665,68452,175745,100992,74222,84133,107552,147603,149070,109576,84235,124232,158778,113302,130039,68987,73491,83276,177461,93904,147329,187137,78178
111617,129060,100800,114147,137101,73648,68436,175786,100967,74247,84093,107544,147570,149055,109566,84226,124165,158789,113257,130030,68957,73545,83285,177461,93856,147349,187270,78152
111563,129091,100812,114173,137083,73625,68433,175787,100917,74253,84065,107581,147572,149016,109570,84251,124180,158784,113204,130073,68971,73572,83291,177457,93852,147429,187170,78142
111515,129133,100823,114174,137082,73646,68413,175766,100902,74229,84058,107584,147597,149055,109576,84251,124144,158836,113233,130108,68958,73585,83318,177351,93838,147393,186978,78143
111450,129100,100828,114135,137049,73628,68385,175746,100897,74235,84082,107644,147629,148989,109607,84227,124125,158823,113225,130125,68966,73595,83307,177404,93812,147368,187116,78139
111374,129120,100829,114174,137072,73638,68371,175651,100857,74215,84034,107664,147686,148964,109627,84208,124168,158877,113200,130163,68946,73626,83348,177329,93807,147425,187110,78091
111387,129126,100785,114173,137025,73636,68387,175668,100852,74207,84073,107666,147628,148936,109628,84221,124152,158937,113251,130182,68971,73625,83352,177524,93772,147439,187150,78085
111384,129139,100804,114151,136998,73654,68407,175567,100844,74177,84072,107680,147669,148896,109613,84212,124117,158935,113237,130203,68958,73644,83367,177502,93725,147431,187093,78070
111377,129160,100780,114155,136979,73686,68424,175728,100828,74229,84075,107665,147642,148799,109590,84201,124150,158862,113234,130227,68937,73648,83407,177515,93674,147495,187101,78071
111370,129210,100782,114162,136969,73697,68455,175687,100830,74223,84115,107637,147611,148760,109555,84175,124124,158832,113215,130221,68925,73624,83418,177406,93646,147513,186966,78096
111357,129218,100779,114132,136916,73709,68468,175660,100839,74239,84132,107648,147543,148741,109571,84141,124069,158791,113222,130250,68943,73614,83419,177464,93633,147438,187032,78122
111367,129187,100778,114111,136859,73729,68445,175524,100825,74241,84123,107681,147502,148705,109550,84120,124092,158728,113188,130189,68936,73566,83378,177485,93620,147414,187069,78135
111388,129190,100785,114118,136849,73729,68434,175510,100883,74259,84130,107673,147481,148776,109570,84113,124094,158726,113197,130192,68967,73565,83371,177458,93634,147488,187158,78132
111403,129247,100779,114083,136810,73714,68416,175528,100900,74262,84134,107671,147452,148791,109559,84135,124063,158764,113161,130249,68980,73565,83292,177419,93655,147422,187435,78113
111399,129227,100754,114099,136852,73691,68439,175524,100942,74284,84092,107676,147437,148861,109541,84149,124061,158760,113106,130227,68988,73551,83298,177452,93697,147436,187492,78079
111382,129220,100763,114057,136873,73720,68479,175441,100918,74278,84080,107640,147428,148858,109543,84104,124062,158795,113120,130229,68968,73578,83272,177439,93683,147354,187430,78068
111358,129202,100715,113971,136962,73735,68495,175436,100947,74301,84081,107639,147435,148859,109542,84104,124005,158752,113191,130199,68958,73519,83213,177498,93730,147230,187532,78069
111388,129186,100739,113991,136969,73755,68489,175464,100964,74297,84035,107629,147472,148889,109542,84103,124014,158703,113161,130151,68943,73512,83250,177352,93707,147266,187537,78050
111382,129193,100752,114013,136962,73742,68484,175515,100966,74281,84071,107633,147425,148842,109547,84123,123977,158652,113163,130174,68962,73511,83238,177235,93735,147337,187483,78085
111367,129231,100765,114010,136953,73738,68464,175429,100985,74264,84072,107634,147433,148898,109500,84152,123915,158672,113165,130151,68983,73489,83212,177357,93784,147310,187559,78092
111343,129209,100794,114028,136917,73715,68463,175338,101008,74289,84067,107659,147380,148916,109504,84142,123930,158663,113167,130160,69009,73499,83212,177437,93782,147391,187560,78086
111331,129260,100780,114045,136965,73733,68424,175398,100992,74284,84054,107681,147414,148948,109530,84122,123958,158712,113162,130235,68969,73515,83188,177372,93804,147360,187501,78074
111328,129228,100727,114078,137006,73708,68456,175427,101059,74311,84086,107677,147397,148999,109535,84120,123934,158696,113178,130197,68981,73471,83201,177387,93828,147124,187450,78086
111297,128971,100759,114055,137025,73739,68425,175373,101040,74262,84083,107690,147452,148994,109543,84093,123960,158758,113163,129990,68969,73457,83215,177297,93813,146909,187598,78064
111276,128809,100733,114014,137087,73715,68418,175347,101042,74276,84099,107706,147402,148973,109554,84099,123969,158723,113195,129809,68978,73437,83177,177324,93853,146956,187341,78090
111290,128898,100758,114035,137105,73721,68416,175172,101020,74268,84041,107723,147424,149008,109511,84257,123980,158821,113194,129829,68959,73469,83152,177460,93814,146965,187526,78020
111285,128884,100761,114037,137050,73730,68406,175173,101079,74290,84065,107752,147404,149036,109510,84385,123986,158784,113206,129857,68979,73477,83151,177404,93822,146912,187391,78027
111286,128831,100787,114064,137065,73735,68374,175287,101094,74287,84075,107763,147471,149034,109476,84339,123959,158780,113167,129769,68913,73496,83185,177383,93787,146991,187413,78027
111351,128871,100787,114081,137134,73707,68365,175259,101084,74306,84102,107772,147412,149006,109505,84322,123942,158812,113092,129841,68927,73472,83205,177400,93827,147005,187476,78033
111351,128866,100796,114070,137140,73708,68396,175361,101037,74243,84084,107708,147384,149016,109524,84351,123939,158910,112972,129841,68908,73442,83196,177493,93824,146911,187592,78006
111341,128793,100753,113994,137111,73694,68427,175463,101040,74275,84078,107650,147373,148988,109533,84326,123968,158894,113017,129801,68916,73428,83116,177517,93797,146551,187527,77991
111344,128563,100823,113878,137100,73687,68451,175513,101055,74264,84005,107620,147448,149003,109508,84342,124003,158788,112924,129569,68882,73437,82991,177461,93740,146496,187650,77973
